text,num_pages,category
"REF ENERGIE DEVIS 2021-0227 du 06/08/2021 M. MOHAMMEDI MOHAMMED Détail Quantité P.U TTC Total TTC TVA Respect de la norme RT 2012 Certification Acermi 16/007/1194 Norme R3 - Aucun aménagement n'a été fait Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro E-E176254 attribué le 01/01/2021 valable jusqu'au 10/12/2022 Date de la visite technique : 05/08/2021 XTherm Réno SE 86,00 29,00 € 2494,00 € 5,50% Fourniture de l'isolant pour l'isolation des plancher bas en panneau de polystyrène expansé gris, ignifugé, : Marque : Knauf - Référence : XTherm Réno SE - Certification ACERMI : 16/007/1194 - valide jusqu'au : 31/12/2023 Conforme à la norme NF EN 13163 - Conductivité thermique certifiée : D = 0.032 W/(m.K) Résistance thermique : 3.00m². K/W - Épaisseur : 96mm - Réaction au feu : Euroclasse E Tolérance d'épaisseur : T2 - Transmission de vapeur d'eau : MU 20 à 40 - Contrainte en compression : CS (10) 40 Fourniture du complexe d'isolation comprenant : Fixation : Marque : Hilti - Référence : HTS 8x140-M Diamètre de perçage (mm) : 8mm - profondeur d'ancrage effective (mm) 25 Diamètre de la rondelle (mm) : 60 - Epaisseur max de l'isolant (mm) : 100 Matière : Fût : Polyéthylène - Rondelle : Polypropylène - Clou en plastique : Polyamide renforcé par vibre de verre - Clou composite : Acier galvanisé ou équivalent Forfait main œuvre d'une isolation pour plancher bas 86,00 m² 20,99 € 1 805,14 € 5,50 % Mise en œuvre de l'isolant mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour plancher bas. Mise en œuvre du complexe d'isolation mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour plancher bas. - Mise en place d'une pompe à chaleur de type air/eau, Haute température. Le coefficient de performance (COP) est de : 4,54 L'efficacité énergétique saisonnière est de : 116% calculée selon le règlement (EU) n° °813/2013 de la commission du 2 aout 2013. La surface chauffée par la PAC est de 252,00 m2 Marque : DAIKIN Réf ALTHERMA 3 H HT BI-BLOC 70° 14 KW - MONOPHASE - EKHBRD014ADV17 + ERSQ014AAV1 - Dépose et remplacement d'une chaudière Gaz, autre qu'à condensation Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro QPAC/63711 attribué le 01/04/2021 valable jusqu'au 01/04/2022 ALTHERMA 3 H HT BI-BLOC 70° 14 KW - MONOPHASE - EKHBRD014ADV17 + 1,00 8221,96 € 8221,96 € 5,50 ° % ERSQ014AAV1 Marque : DAIKIN / HAUTE TEMPERATURE Référence : ALTHERMA 3 H HT 14 KW - MONOPHASE - EKHBRD014ADV17 + ERSQ014AAV1 - Puissance calorifique maxi 7°C / 35°C : 10,16 KW - COP (+7°C/55°C):4.54 - SCOP 4,71 RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € - 4 ALLÉE DES GARAYS - 91120 PALAISEAU 2/5 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",5,devis
"K KYNAN Bureau d'études Technique & Ingénierie Et Fluides Thermique RGE OPOiBi L'INGÉNIERIE \QUALIFIÉE Efficacité énergétique ENR SOMMAIRE 1. CARACTRESTIQUES PRINCIPALES 2 1.1 LOCALISATION 2 2. OBJET DU PRESENT AUDIT 3 2.1 INTRODUCTION 3 2.2 SCÉNARIOS DE RÉFÉRENCE 3 2.3 ATTENTES ÉMISES PAR LE DEMANDEUR ET INFORMATIONS PRÉALABLES A L'AUDIT 3 2.4 RECUEIL DES DONNÉES PRÉALABLES 4 2.5 CARACTÉRISTIQUES ARCHITECTURALES 4 2.6 ANALYSE DES FACTURES DE CONSOMMATION D ENERGIE 5 2.7 DESCRIPTION DES INVESTIGATIONS SUR SITE 5 2.8 PATHOLOGIES OBSERVÉES 5 2.9 DIFFICULTÉS RENCONTRÉES 6 2.10 LA RÉGLEMENTATION THERMIQUE / LES LABELS 6 3. LES AMELIORATIONS 7 3.1 DESCRIPTION DES TRAVAUX PAR POSTE 7 3.2 DESCRIPTIF ET SYNTHÈSE DES SCÉNARIOS D' AMÉLIORATION 8 3.3 VUE ECONOMIQUE 9 3.4 VUE ENERGETIQUE ET ENVIRONNEMENTALE (3 USAGES) 9 3.5 CALCUL DES DEPERDITIONS 9 3.6 CONFORT THERMIQUE (TIC) 9 3.7 DETAILS DES CONSOMATION 10 3.8 MÉTHODE DE CALCUL DU TAUX D'ENR & R 13 4. CONSEILS ECONOMES EN ENERGIE 14 5. AIDES MOBILISABLES 22 6. GLOSSAIRE 23 7. ANNEXE : DETAILS DES SCENARIOS 25 Bureau d' Études & d'Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contact@kynan-ingenierie.fr Nordine KHAFIF N° DE DOSSIER : TH-164 5070",213,audit
"fiber QUALIBAT QualiF N° E-E183159 N° QPAC/64112 energy VAL 29/09/2022 VAL 10/05/2022 Quali S N° QS/64112 VAL 24/07/2022 FACTURE : 2022-0764 du 04/04/2022 MME GEAUFFROY ODETTE Détail Quantité P.U HT Total HT TVA - Mise en place d'un chauffe-eau solaire individuel (CESI). Marque CLIMER, Référence Climer Ecoheat EH200 TD - 200L Les capteurs solaires ont une certification CSTBat ou Solar Keymark ou équivalente. Matériel(s) fourni(s) et mis en place par notre société FIBER ENERGY, SIRET 84932023900023, Certificat rge Numéro QS/64112 attribué le 24/07/2021 valable jusqu'au 24/07/2022 Date de la visite technique : 14/12/2021 Chauffe-eau solaire - Installation 1,00 U 1 066,35 € 1 066,35 € 5,50% Installation : Vidange et dépose du ballon existant / Mise en place du chauffe-eau thermodynamique en lieu et place de l'ancien chauffe-eau. / Raccordement sur eau froide et eau chaude du circuit sanitaire existant au moyen de flexibles. / Raccordement sur tuyau de vidange existant./ Raccordement sur ligne(s) électrique(s) existante(s) devant correspondre aux normes en vigueur. / Installation des panneaux thermodynamique. / Raccordement sur ligne(s) électrique(s) existante(s) devant correspondre aux normes en vigueur. / Remplacement du groupe de sécurité. / Remplissage et tests d'étanchéité. / Contrôle du bon fonctionnement. / Mise en service et conseils d'utilisation. Climer Ecoheat EH200 TD - 200L 1,00 3150,00 € 3150,00 € 5,50% Modele : EH200 TD Capacité en L : 200 Données pompe à chaleur : Classe énergétique : A/ Profil de charge : L/ Puissance thermique en W : 1430-2560 / Puissance consommée en W : 450-540 / COP (1), W : 2,4-4,6 / Température maximale BC en °C : 60 / Température maximale de la résistance en °C : 62 / Gaz réfrigérant : R134A Données électriques : Alimentation électrique en V/ph/Hz : 230/1/50 / Puissance résistance électrique en W : 1500 / Puissance électrique absorbée en W : 2100 Données panneau thermodynamique : Nombre de panneaux : 1 / Dimension en mm : 1700x800 / Surface en m² : 1,36 / Pression maximale panneau en Bar : 10 / Entrée/sortie du panneau : 3/8-1/4 (1) : Conditionné par la température ambiante et la radiation solaire Frais de dossier 1 0,95 € 0,95 € 5,50% FIBER ENERGY SASU AU CAPITAL DE 1 000€ 47 ROUTE DE SABLE 53290 SAINT DENIS D'ANJOU 3/4 N°SIRET 849 320 239 00023 -N°TVA INTRA. FR 37 849 320 239 Assuré par SMA BTP N° H20475H - Tel. : 09 70 18 34 34",4,facture
"RGE KYNAN OPOiBi Bureau d'études Technique & Ingénierie Fluides L'INGÉNIERIE \QUALIFIÉE Efficacité énergétique et Thermique Audit énergétique d'une Maison Individuelle Certificat de Qualification RGE ETUDE OPQIBI KYNAN INGENIERIE : 21 08 4429 Propriétaire : Olivier COQUILLARD Adresse : 34 rue de flandres 94510 la queue en brie E-mail : olivier_0504@hotmail.fr Tél : 06-46-22-17-01 Date de visite : 05/08/2021 Modification : - Version : 1.0 Technique : Vivien Mountou BAO EVOLUTION SED P a OMDDUL Le logiciel utilisé pour le calcul des déperditions "" BAO Version 2.0.46 "" de PERRENOUD , l' étude est réalisé selon la méthodologique 16247 1.2012 et 16247-2.2014 1 Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE ontact@kynan-ingenierie.fr Olivier COQUILLARD N° DE DOSSIER : TH-164 04361",190,audit
R.2022.04.13.75 RAPPORT D'INSPECTION Page 2/14 DATE DE LA VISITE : 13/04/2022 *FIBER ENERGY 47 ROUTE DE SABLE N° DE RAPPORT : R.2022.04.13.75 53290 SAINT DENIS D'ANJOU LIEU D'INTERVENTION GEAUFFROY ODETTE GEAUFFROY ODETTE 353 RUE DU FIEF DU ROC 353 RUE DU FIEF DU ROC 16110 LA ROCHETTE 16110 LA ROCHETTE ENTREPRISE AYANT RÉALISÉ LES TRAVAUX FIBER ENERGY Date d'engagement de l'opération : 15/12/2021 SIREN : 849 320 239 Date de la preuve de la réalisation : 04/04/2022 47 ROUTE DE SABLE Référence de la facture : 2022-0764 53290 SAINT DENIS D'ANJOU HABITATION Zone climatique H1 H2 H3 Electricité Nature du lot : Maison individuelle Combustible Nombre de lots : 1 Mixte 13/04/2022 ABDELILAH EL KHIEL Ef Référentiel : BAR-TH-164 - Rénovation globale d' 'une maison individuelle existante Secteur : Bâtiments résidentiels existants Inspection d'une opération standardisée d 'économie d' énergie rentrant dans le cadre de la délivrance des certificats d'économie d'énergie Ce rapport ne peut être reproduit que dans son intégralité,14,cofrac
"R.2022.04.13.75 RAPPORT D'INSPECTION Page 5/14 CONSTAT SUR LE METRAGE DE LA SURFACE HABITABLE Satisfaisant Non Satisfaisant Surface habitable (m2) déclarée par le professionnel 121 Surface habitable mesurée (m2) 121 Ecart (%) entre surface déclarée et mesurée 0,00 % CONSTAT SUR LA REALISATION DE L'ETUDE ENERGETIQUE Satisfaisant Non Satisfaisant Données de l'audit énergétique CEP Initial 529,42 CEP du projet 132,88 CEF Initial 493,49 CEF du projet 51,38 Le rapport de l'étude énergétique atteste également que : Raison sociale KYNAN TRAVAUX ET ENERGIE SIREN 822203873 Date de l'étude énergétique 09/12/2021 Référence de l'étude énergétique TH164-01771 Ce rapport ne peut être reproduit que dans son intégralité",14,cofrac
impots.gouv.fr L'administration fiscale certifie l'authenticité du document présenté pour les données suivantes : Impôt 2021 sur les revenus de l'année 2020 Déclarant 1 Déclarant 2 Nom TROUART Nom de naissance TROUART Prénom(s) CLEMENT Date de naissance 17/09/1993 Adresse déclarée au 1er janvier 2021 LA BARETTERIE 45130 HUISSEAU SUR MAUVES Date de mise en recouvrement de l'avis d'impôt 30/09/2021 Date d'établissement 24/09/2021 Nombre de part(s) 1.00 Situation de famille Célibataire Nombre de personne(s) à charge 0 Revenu brut global 9212 € Revenu imposable 9212 € Impôt sur le revenu net avant corrections Non imposable Montant de l'impôt Non imposable Revenu fiscal de référence 9 214 € Ministère de l'Économie et des Finances Numéro fiscal 3022307584128 Référence avis 2145a37694210,1,impots
"R.2022.05.30.80 00 Page 1/18 RAPPORT EliteInspection D'INSPECTION N° R.2022.05.30.80 FICHE BAR-TH-164 Vérifiez l'authenticité de ce rapport en scannant le QRCode ci-dessus Rénovation thermique globale d'une maison individuelle existante Accréditation COFRAC N°3-1696 Portée disponible sur le site www.cofrac.fr Date de fin de validité de l'accréditation 30/09/2023 SATISFALSANT BOULOGNE-BILLANCOURT, le 30/05/2022 LIEU D'INTERVENTION CLIENT RSE ENERGIE TROUART CLEMENT 4 ALLEE DES GARAYS LA BARETTERIE 91120 PALAISEAU 45130 HUISSEAU SUR MAUVES ELITE QUALITY INSPECTION 31 Av. du Général Leclerc 92100 BOULOGNE -BILLANCOURT SIREN N°851 955 005 - RCS de NANTERRE EQI_9.09.6 Ce rapport ne peut être reproduit que dans son intégralité",18,cofrac
"RGE KYNAN OPOiBi Bureau d'études Technique & Ingénierie Fluides L'INGÉNIERIE \QUALIFIÉE Efficacité énergétique et Thermique 1. CARACTRESTIQUES PRINCIPALES : Désignation Valeur Type de bâtiment Maison individuelle Année de construction 1970 Typologie (nombre de pièces) NC Surface habitable 120 m² Surface de SHON 126 m² Altitude 100 Station météo de référence BRETIGNY-sur-ORGE DJU 2498 Zone climatique H1a Température de confort 21 °C Nombre d'habitants 5 Nature du chauffage existant Chaudière à GAZ État de la chaudière NC Ancienneté de la chaudière 2001 Ventilation Infiltration naturelle État de ventilation / État des ponts thermiques Ponts thermiques détectés au niveau des murs Étanchéité à l'air Problème d' étanchéités détectés au niveau de la toiture 1.1 LOCALISATION : Rue de Flandres 34 Rue de Flandres, 94510 La. 2 Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE tontact@kynan-ingenierie.fr Olivier COQUILLARD N° DE DOSSIER : TH-164 04361",58,synthese_audit
"REF ENERGIE FACTURE : 2021-0046 du 26/08/2021 MME BOUZIOUX MARIE FLORE Détail Quantité P.U TTC Total TTC TVA d'isolation mentionné ci-dessus dans le paragraphe : BAR-TH-164 : Forfait fourniture d'isolant pour comble perdu - Déroulé Mise en œuvre de l'isolant conforme au DTU 45.10 - Mise en place d'une isolation thermique des murs par l'extérieur 330,00 m2 96 364,11 € 31 800 154,83 € 5,50 % Surface à isoler : 330,00 m2 Produit murs extérieur, Marque KNAUF, Référence THERM ITEX TH 38 SE, Epaisseur 120 mm Résistance thermique 3,7 m².K/W Respect de la norme RT 2012 Certification Acermi 03/007/178 Norme 3.7 Travaux sous-traités auprès de l'entreprise H2O EFFICIENCY, 29 B DU MORT RU 91310 LONGPONT-SUR-ORGE, représentée par OUADFEL HABIB, SIRET 82112807100015, Certificat rge Numéro E- E164785 valable jusqu'au 24/04/2022 Date de la visite technique : 04/08/2021 THERM ITEX TH 38 SE 330,00 98,66 € 32 557,80 € 5,50% Isolant : Marque : Knauf Ref. : THERM ITEX TH 38 SE Epaisseur : 140mm Résistance thermique : 3.7m² K/W ACERMI : 03/007/178 Accessoire : - Visserie - Menuiserie - Ossature métallique - Colle et mortier - Enduit Finition ou équivalent Main d'œuvre Isolation des murs par l'extérieur 330,00 m² 47,00 € 15510,00 € 5,50% Le forfait comprend : - Nettoyage de la façade avant l'intervention - Montage et Démontage d'échafaudage - Démontage des volets - Mise en place d'un profilé de départ et d'arrêt - Mise en place d'une colle mortier hydraulique - Mise en place de l'isolant - Renfort des contours de fenêtre - Mise en place d'une toile de verre - Mise en place d'un primaire d'accrochage - Mise en place d'un revêtement de finition - Nettoyage et mise en benne des déchets liés à l'installation - Mise en place d'une isolation thermique des murs par l'intérieur Produit murs intérieur, Marque ISOVER, Référence GR 032, Epaisseur 120 mm Résistance thermique 3,75 m².K/W Respect de la norme RT 2012 Certification Acermi 02/018/100 Norme R3.75 Matériel(s) fourni(s) et mis en place par notre société RSE ENERGIE, SIRET 52528997100034, Certificat rge Numéro E-E176254 attribué le 01/01/2021 valable jusqu'au 10/12/2022 Date de la visite technique : 04/08/2021 GR 032 80,00 36,99 € 2959,20 € 5,50% Fourniture de l'isolant pour l'isolation des murs en laine minérale : Marque : Isover - Référence : GR 032 - Certification ACERMI : 02/018/100 - valide jusqu'au : 31/12/2023 Conductivité thermique certifiée : D = 0.032 W/(m.K) - Résistance thermique : 3.75m².K/W Épaisseur : 120mm - Réaction au feu : Euroclasse F - Tolérance d'épaisseur : T3 Absorption d'eau à court terme par immersion partielle : WS - Capacité Thermique Massique : 840 J/(Kg.K) Résistance à l'écoulement de l'air : AFr15 Fourniture du complexe de placoplâtre comprenant : Rails : Marque : Isopratic - Référence : C 48/30 - Modèle : C483 - Longueur : 3,00m - Qualité : DX51D Galvanisé : Z140 - Epaisseur de la tôle : 0,55mm + 0,05mm Montant : Marque : Isopratic - Référence : M 48/35 - Modèle : M483 - Longueur : 3,00m - Qualité : DX51D - Galvanisé : Z140 Epaisseur de la tôle : 0,60mm 0,05mm Plaque de Plâtre : Marque RSE ENERGIE - SARL AU CAPITAL DE 100 000,00 € 4 ALLÉE DES GARAYS - 91120 PALAISEAU 2/4 R.C.S EVRY 525 289 971 - TVA FR6852589971 - SIRET 52528997100034",4,facture
"RGE KYNAN OPOiBi Bureau d'études Technique & Ingénierie Fluides et Thermique L'INGÉNIERIE \QUALIFIÉE Efficacité énergétique 2. OBJET DU PRESENT AUDIT : 2.1 INTRODUCTION : Le présent audit a été établi à la demande du client, dans le but de l'accompagner dans un projet de rénovation de bâtiment. Il est important de rappeler qu'un audit énergétique n' a pas vertu à être prédictif, notamment en raison des variations du coût des énergies et de l'inflation qui sont des données à caractère variables. C'est un outil d' 'aide à la décision, basé sur un état des lieux du bâtiment servant de base à des scénarios de travaux avec une projection dans le temps. Il intègre l'ensemble des consommations énergétiques : I. Chauffage, ventilation, rafraichissement II. Production d'eau chaude sanitaire III. Éclairage IV. Autres usages électriques Les simulations portent sur les impacts des postes Bâti (éléments de l'enveloppe thermique du bâtiment) et Equipements (tout système utilisant de l' énergie pour fonctionner et entrant dans une des catégories de consommations définies ci-dessus) Pour chaque scénario, il indique les gains énergétiques envisageables, les dépenses prévisionnelles associées (consommations, entretiens et remplacements suivant la durée de vie conventionnelle de chaque élément) ainsi qu'une estimation des coûts travaux. Ceci est complété par une indication des principales aides auxquelles les travaux peuvent être éligibles. 2.2 SCÉNARIOS DE RÉFÉRENCE : Les scénarios sont retenus conformément aux attentes du donneur d' ordre, à ses objectifs techniques et économiques. Un seul et même scénario peut inclure et respecter plusieurs des objectifs comme par ex : Cep - 30% avec consommation inférieure à 330KwhEP/m² Niveau BBC rénovation (4 étapes maximum) Coup de pouce Rénovation Performante : Arrêté du 11 Mars 2021 Sortie de passoire thermique (uniquement dans le cas d'une étiquette DPE classée F ou G en état INITIAL) 2.3 ATTENTES ÉMISES PAR LE DEMANDEUR ET INFORMATIONS PRÉALABLES À L'AUDIT Le propriétaire souhaite améliorer le confort de chauffage de son habitation et obtenir une baisse significative des consommations énergétiques. L'objectif identifié est l'accession à l'aide financière "" Coup de Pouce rénovation performante "" selon l'arrêté du 29 Déc 2014 modifié par celui du 8 Octobre 2020 et par celui du 11 Mars 2021, ainsi que la scénarisation d'un niveau BBC rénovation après travaux. 3 Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE ontact@kynan-ingenierie.fr MEKHELFI SARAH N° DE DOSSIER : TH-1643027",57,synthese_audit
"KKYNAN Bureau D'Etudes Technique & Ingénierie Fluides et Thermique OPOiBi OFFRE AMO La société KYNAN INGENIERIE propose ses services en tant qu'assistant à maitrise d' ouvrage pour la réalisation du projet de rénovation globale de votre logement. Dans ce cadre, KYNAN INGENIERIE assurera le suivi des travaux jusqu'à leur réception. En s' appuyant sur l'audit énergétique n° ""TH164-5259 réalisé le 03/08/2021, vous trouverez ci-après nos propositions de choix techniques, de professionnels RGE, ainsi qu'un plan de financement détaillé intégrant les aides auxquelles vous pouvez prétendre, associé à un calendrier de paiement. Scénario 1 - Éligible au Coup De Pouce Rénovation Globale Travaux1 préconisés : Installation de deux pompes à chaleur Air/Air de marque : HITACHI model : UE: RAM53NP3E (COP 4.2) Nous vous conseillons l'installateur RSE NERGIE/QPAC/63711 Travaux2 préconisés : Installation de quatre pompes à chaleur Air/Air de marque : HITACHI model : RAM40NP2E (COP 4.4) Nous vous conseillons l'installateur RSE ENERGIE /QPAC/63711 Travaux 3 préconisés : Isolation thermique des rampants avec parement de marque KNAUF model : RT PLUS 032 ayant une résistance thermique de (6,30m2/w) Nous vous conseillons l'installateur RSE ENERGIE/E-E176254 Travaux 4 préconisés : Isolation thermique des murs par l'extérieur KNAUF model : THERM ITEX TH 38 SE ayant une résistance thermique de (3,7m2/w) Nous vous conseillons l'installateur : H2O EFFICIENCY/E-E164785 Travaux Spréconisés : Installation d' un Ballon thermodynamique de marque : THALEOS model : Performer 2 (COP 3.16) Nous vous conseillons l'installateur RSE ENERGIE / QPAC/63711 Travaux 6préconisés : Isolation thermique des combles perdus de marque ISOVER model : P Isolene 4-ayant une résistance thermique de (7,00m2/w). Nous vous conseillons l'installateur: RSE ENERGIE/E-E176254 Travaux 7 préconisés : Installation d' un poêle à granulés de bois : KIARA model : DFF / KIARA 8 kW Nous vous conseillons l'installateur : BIO SERVICES / QB/53445 Plan de financement 1 Montant de la prime CEE 46 758,79 € Estimation du cout du projet 70 806,88 € Reste à charge du bénéficiaire 048.09 € Je soussigné : Mme MEKNACI Nora reconnait avoir été informé de cette proposition d'assistance à la maîtrise d' ouvrage avant la signature de mon devis et vous informe de ma décision : D' accepter cette proposition Signature : De refuser cette proposition Scénario 2 Éligible au Coup De Pouce Rénovation Globale Travaux 1 préconisés : Installation l'une chaudière à pellet de marque : OKOFEN model OKOFEN CONDENS Rendement : 107,3% Nous vous conseillons l'installateur : MERYSOL - N° de RGE E-E188324 Travaux 2 préconisés : Isolation thermique des rampants avec parement de marque KNAUF model : RT PLUS 032ayant une résistance thermique de (6,30m2/w) Nous vous conseillons l'installateur : MERYSOL - N° de RGE : E-E188324 Travaux 3 préconisés : Isolation thermique des murs avec parement de marque ISOVER model : GR032 ayant une résistance thermique de (3,7 m2/w) Nous vous conseillons l'installateur MERYSOL N° de RGE E-E188324 Travaux 4 préconisés : Installation d' un Ballon thermodynamique de marque : Hitachi model : JZGG19LVEE-MO-X (COP 3.9) Nous vous conseillons l'installateur : MERYSOL N° de RGE : E-E188324 Travaux 5 préconisés : Installation d'une isolation thermique du plancher terre-plein de marque : KNAUF modèle XTherm Réno SE 032 ayant une résistance thermique de (3,00m2/w). Nous vous conseillons l'installateur : MERYSOL N° de RGE : E-E188324 Travaux 6 préconisés : Remplacement des fenêtres en PVC. Nous vous conseillons l'installateur : MERYSOL N° de RGE : E-E188324 Travaux 7 préconisés : Remplacement des fenêtres en PVC. Nous vous conseillons l'installateur : MERYSOL N° de RGE E-E188324 Travaux 8 préconisés : Isolation thermique des combles perdus de marque ISOVER model P Isolene 4 -ayant une résistance thermique de (7,00m2/w) Nous vous conseillons l'installateur MERYSOL N° de RGE : E-E188324 Travaux 9 préconisés : Installation d'un poêle à granulés de bois : KIARA model : DFF / KIARA 8 kW Nous vous conseillons l'installateur : MERYSOL - N° de RGE : E-E188324 Plan de financement 1 Montant de la prime CEE 46758,79 € Estimation du cout du projet 83 401 € Reste à charge du bénéficiaire 36 642,21 € * * Si vous choisissez le Scénario 2 nous pouvons vous accompagner dans l'obtention d' une subvention auprès de MaPrimeRenov' allant jusqu'à 20 000,00 € en moyenne pour votre projet, concernant les 16 642,21.96 € restant à votre charge nous pouvons vous proposer un ECO prêt à taux zéro chez notre partenaire DOMOFINANCE. Bureau d'Études & d' l'ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044- APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contact@kynan-Ingeniene.fr",6,amo
"Vertuoz DEVIS: VRTZ-2021-0069 du 07/08/2021 MME COQUILLARD OLIVIER Détail Quantité P.UHH Total HT TVA 18051996442S Date de la visite technique : 06/08/2021 Chauffe-eau thermodynamique ECOINSIDE 200 1,00 2487,44 € 2 487,44 € 5,50% Marque : ECOINSIDE Modèle GOLD 200 Capacité 200L Fluide frigorigène : R134a COP à 7°C 3.57 (profil L) Norme EN16147 Sorties gaines : 160mm Dimensions : 590 X 1685 Classe Energétique A+ Main d' œuvre et mise en service Chauffe-eau thermodynamique 1,00 U 692,23 € 692,23 € 5,50 % Le forfait comprend : Vidange et dépose du ballon existant Mise en place du chauffe-eau thermodynamique en lieu et place de l'ancien chauffe- eau. Raccordement sur eau froide et eau chaude du circuit sanitaire existant au moyen de flexibles. Raccordement sur tuyau de vidange existant. Raccordement sur ligne(s) électrique(s) existante(s) devant correspondre aux normes en vigueur. Remplacement du groupe de sécurité. Remplissage et tests d'étanchéité. Contrôle du bon fonctionnement. Mise en service et conseils d'utilisation. - Toute autre prestation non incluse dans ce forfait, ou ne correspondant pas au détail ci-dessus, devra faire l'objet d'une demande spécifique auprès de nos conseillers, qui seront à même de réaliser un devis personnalisé. - Frais de dossier 1 0,95 € 0,95 € % Termes et conditions CEE Les travaux ou prestations objet du présent document donneront lieu à une contribution financière de EBS ENERGIE versée par EBS ENERGIE dans le cadre de son rôle incitatif sous forme de prime, directement ou via son (ses) mandataire(s), sous réserve de l'engagement de fournir exclusivement à EBS Energie les documents nécessaires à la valorisation des opérations au titre du dispositif des Certificats d'Economies d' Energie et sous réserve de la validation de l'éligibilité du dossier par EBS ENERGIE puis par l'autorité administrative compétente. Le montant de cette contribution financière, hors champ d' application de la TVA, est susceptible de varier en fonction des travaux effectivement réalisés et du volume des CEE attribués à l'opération et est estimé à 28 731,07 euros. Le bénéficiaire reconnaît avoir pris connaissance et accepter les conditions générales de vente figurant ci-jointes. Apposer signature précédée de la mention ""Bon pour accord"" Total H.T 28 108,13 € Le : 07/08/2021 Boy Pour Decord Remise 873,94 € Net H.T 27 234,19 € Total TVA 5,5% 1 497,88 € Total TTC 28 732,07 € Prime CEE * - 28 731,07 € Reste à payer 1,00 € Mode de paiement : Chèques, virement ou espèce VERTUOZ SASU, AU CAPITAL SOCIAL DE 50 000 Euros, 146 PETIT BEAUMARTIN 71470 ROMENAY, N° SIRET 81776814600026 3/8",8,devis
"RGE KYNAN OPOiBi Bureau d'études Technique & Ingénierie Fluides et Thermique L'INGÉNIERIE \QUALIFIÉE Efficacité énergétique Audit Énergétique d'une Maison Individuelle Certificat de Qualification RGE ETUDE OPQIBI KYNAN INGENIERIE : 21 08 4429 Propriétaire : PICARD Laura Adresse : 21 Rue de Chevry, 45700 Saint-Maurice-sur-Fessard E-mail : lau.laura@live.fr Tél : 07-82-80-72-28 Date de visite : 04/08/2021 Modification : - Version : 1.0 Technique : VIVIEN MOUNTOU BAO EVOLUTION SED P Le logiciel utilisé pour le calcul des déperditions "" BAO Version 2.0.46 "" de PERRENOUD , l' étude est réalisé selon la méthodologique 16247 1.2012 et 16247-2.2014 1 Bureau d' Études & d' Ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE ontact@kynan-ingenierie.fr PICARD Laura N° DE DOSSIER : TH-164 4807",234,audit
"KIKYNAN Bureau D'Etudes Technique & Ingénierie Fluides et Thermique OPOiBi Article 8 - LOI APPLICABLE Le présent contrat est régi par les lois et règlements de la République Française. Fait, en deux exemplaires originaux, Le: 09/08/2021 A: MONTROUGE Veuillez signer ce contrat précédé de la mention "" lu et approuvé "" dans la case ci-dessous : L'Assistant à maîtrise d'ouvrage : KYNAN INGENIERIE Le maître d'ouvrage (le client) : KYMAN TRAVAUX ET INGENIERIE 62 bis HAvenue Henri GINOUX 92 RCS Nanterre B 822 203 873 FORMULAIRE DE RETRACTATION Bureau d'Études & d'ingénierie Thermique, Sarl au capital de 10000 € Inscrit au RCS de PARIS Siret : 82220387300044 - APE 7112 B siège au 62 Bis Av Henri Ginoux 92120 MONTROUGE contact@kynan ingenierie. fr",6,amo
